name,excerpt,description,inspiration_id,created_at,updated_at,question,factor,code
Role narratives,Go beyond tasks to describe the mission of each role,"Create role narratives for everyone on your team. Role narratives describe expectations of each role more broadly than a list of responsibilities, which is often seen in job descriptions. A role narrative is a simple one-page description that helps a hiring manager narrow in on and articulate the purpose of a role, as well as what success looks like in both the short term and long term. A role narrative will typically include: title, mission, 12 month vision, key outcomes and decision scope. It may also include a team mission and how the role contributes to the success of the team.",d7e4c3ca-b6a6-44b6-b85c-93f79ee664a7,2018-06-08T02:19:59.165708,2018-06-08T02:19:59.172295,"Where necessary, we have clearly defined roles and responsibilities for each team member",,TEA-ROLE-2
GANTT charts,Visualize your project timelines,"Use project GANTT charts to help your team visualise project timelines and assess how long it should take, determine the resources needed, and plan the order in which you'll complete tasks. GANTT charts protect against the tendency to be overly optimistic when estimating how long a future task will take.",84ea475e-365a-4923-8965-36fe40d3c949,2018-10-25T04:42:27.083916,2018-10-25T04:42:27.095237,"When my teammates say they’ll do something, they follow through with it",,TEA-SUPP-1
Do thing X by time Y or call,Clarify responsibilites during meetings,End each team meeting with the phrase “do thing X by time Y or call” to create stronger accountability. More often than not a failure to follow through on commitments is driven by a lack of clarity around the commitment. It is easy to get excited about a new project in a team meeting and vaguely commit tasks. Once team members leave the meeting room that initial energy has to be harnessed and directed into great work. Ensuring that everyone knows what they are responsible for before they leave the meeting is a great place to start.,a4ce90a7-0481-4079-bbcc-4bf57e9ffe78,2018-10-25T04:42:27.066979,2018-10-25T04:42:27.083176,"When my teammates say they’ll do something, they follow through with it",,TEA-SUPP-1
Tracking accountability,Publicly share tasks and key dates,"Publicly share what each team member is working on and set dates for completion of tasks. This can be done on a notice board, or a tool like Trello. Displaying objectives publicly with target dates makes it clear when expectations are not met and prompts conversation. If the work isn't completed by the posted time, a conversation can take place to outline steps to ensure future delivery dates are met.",e2d1cd6e-e310-4c03-a8b3-5d3b04fb7445,2018-06-08T02:19:57.032698,2018-06-08T02:19:57.038782,"When my teammates say they’ll do something, they follow through with it",,TEA-SUPP-1
One thing I'm saying no to,Share missed projects,"In team meetings, include a section around ""one thing I'm saying no to this week"". This lets others know where they might need to pick up an extra project and gives them a clear opportunity to volunteer to help.",997a6913-a905-4d22-80da-04f4299383ff,2018-10-25T04:42:27.118606,2018-10-25T04:42:27.148672,Team members volunteer to help each other when needed,,TEA-SUPP-2
Help me cards,Give employees an easy way to ask for help,"Provide team members with a clear and easy way to get each others attention when they really need support. Create a physical artefact, like a coffee card, that employees are given during their first week. Employees can use that card whenever they really need someone’s focused immediate support. This simple tool can help team members quickly overcome blockers and be more effective.",6d5526ff-e629-4fb7-bfce-340ebca91aa3,2018-10-25T04:42:27.101502,2018-10-25T04:42:27.111996,Team members volunteer to help each other when needed,,TEA-SUPP-2
Support requests in meetings,Facilitate giving and receiving support,"Give employees an easy way to highlight a need for support. One team has a space in their meeting notes for individuals to request support. Support includes sharing workload, sharing expertise, or simply making internal referrals. Not only does this help employees manage their workload, it also increases visibility on what team members are focused on.",c43f038b-c1cf-4204-a2f1-c1e6aa86f587,2017-08-17T11:07:32.193396,2018-01-25T04:20:46.039625,Team members volunteer to help each other when needed,,TEA-SUPP-2
Flag sustained pressure,Address long-running stressful situations,"To ensure no one in the team is struggling take stock of stressful situations that have gone beyond a few days or weeks. Write a list of what is contributing to the pressure. Ask each other: ‘What stress/pressure has been going on consistently or keeps reoccurring?’ Then explore what the source of it is - and possible steps to mitigate. Can you share the load? What can be delegated? Is there a skill gap? What training is required?’ Pressure or stress in certain areas may indicate development needs, staffing or resourcing issues.",9d6de163-a512-498a-a2d1-1d0667c875eb,2018-10-25T04:42:27.148849,2018-10-25T04:42:27.166075,We genuinely care about each team member's wellbeing,,TEA-SUPP-3
Swap worst tasks,Swap least favorite tasks,"An excellent way to encourage greater collaboration is to ‘work in someone else’s shoes’. Encourage employees to swap their least-favorite tasks for a week. The goal is for each person to identify a better way of getting the task done by the end of the week. People get better visibility into the not-so-pleasant parts of each role. Additionally, fresh eyes can often lead to new ideas.",e9ac2fa0-4af1-46ff-a11f-7da2b088a97f,2018-10-25T04:42:26.297381,2018-10-25T04:42:26.348135,We genuinely care about each team member's wellbeing,,TEA-SUPP-3
Thank you round,End each meeting with a quick thank you round,Give employees a chance to recognize others in the business in a simple and public way. End each meeting with a lightning thank you round. It's a quick and easy way to thank individuals for their great work while also celebrating successes.,ed12a30a-26cd-45be-a777-10acf36a57a9,2017-08-17T11:03:26.276492,2018-01-25T04:20:45.861490,We genuinely care about each team member's wellbeing,,TEA-SUPP-3
User Manual Exercise,A team exercise where employees share their working style,"Allow each team member to share their work style authentically and safely by creating user manuals. In a team meeting, each person writes down how they like to work, how they like to disagree, when they need support, and what motivates them. You can also add fun questions about favorite foods or non-work interests. By sharing user manuals in a group setting, team members can start to share their work style authentically and safely.",8b5b39f3-1d8d-4594-9df2-2daecc434e66,2018-05-29T00:57:23.406489,2018-05-29T00:57:25.466864,We genuinely care about each team member's wellbeing,,TEA-SUPP-3
